game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
19,2005-12-10,20.94520548,CLE,MIL,L (-5),42:48:00,19,29,0.655,5,9,0.556,9,10,0.9,0,7,7,7,2,0,3,52,42.9,-3
20,2005-12-13,20.95342466,CLE,ATL,L (-6),45:08:00,13,23,0.565,3,6,0.5,10,16,0.625,0,10,10,6,2,0,6,39,26.9,-4
21,2005-12-15,20.95890411,CLE,DEN,W (+9),45:06:00,11,18,0.611,1,4,0.25,3,6,0.5,0,4,4,9,1,0,3,26,20.9,16
22,2005-12-17,20.96438356,CLE,MIA,W (+8),46:23:00,12,19,0.632,2,4,0.5,15,16,0.938,0,5,5,10,1,0,4,41,36.4,9
23,2005-12-20,20.97260274,CLE,UTA,W (+25),28:55:00,8,12,0.667,1,1,1,8,9,0.889,2,4,6,4,3,2,5,25,23.8,20
24,2005-12-22,20.97808219,CLE,CHI,W (+8),43:51:00,12,25,0.48,4,6,0.667,9,13,0.692,0,5,5,6,4,0,2,37,29.6,15
25,2005-12-23,20.98082192,CLE,IND,W (+5),43:51:00,4,16,0.25,0,1,0,6,11,0.545,1,7,8,9,1,0,3,14,9.1,1
26,2005-12-26,20.9890411,CLE,CHI,W (+11),44:58:00,12,25,0.48,0,5,0,8,12,0.667,1,7,8,6,2,2,2,32,26.1,14
27,2005-12-27,20.99178082,CLE,NJN,L (-5),40:18:00,12,21,0.571,1,5,0.2,6,9,0.667,1,9,10,8,2,0,4,31,25.7,-2
28,2005-12-31,21.00273973,CLE,DET,W (+13),44:33:00,11,22,0.5,2,5,0.4,6,7,0.857,1,6,7,7,4,1,5,30,24.9,5
29,2006-01-04,21.01369863,CLE,MIL,W (+7),45:42:00,12,29,0.414,2,8,0.25,6,7,0.857,2,9,11,11,5,1,4,32,29.2,8
30,2006-01-05,21.01643836,CLE,HOU,L (-9),44:15:00,13,19,0.684,3,7,0.429,3,6,0.5,1,8,9,5,1,0,3,32,25.7,-10
31,2006-01-07,21.02191781,CLE,MIL,W (+8),45:12:00,14,22,0.636,3,7,0.429,4,9,0.444,2,5,7,6,0,1,0,35,30.6,4
32,2006-01-10,21.03013699,CLE,NYK,L (-8),46:00:00,14,31,0.452,0,7,0,8,11,0.727,0,7,7,7,0,1,1,36,25.4,-2
33,2006-01-12,21.03561644,CLE,LAL,L (-1),40:06:00,11,22,0.5,2,3,0.667,4,9,0.444,0,2,2,9,0,0,5,28,16.1,5
34,2006-01-14,21.04109589,CLE,PHO,L (-9),43:45:00,18,28,0.643,5,8,0.625,5,5,1,0,7,7,8,1,0,1,46,40.9,-5
35,2006-01-15,21.04383562,CLE,POR,L (-2),41:19:00,10,26,0.385,1,5,0.2,8,11,0.727,2,11,13,7,1,3,2,29,23.1,12
36,2006-01-18,21.05205479,CLE,DEN,L (-1),41:35:00,7,20,0.35,2,6,0.333,8,15,0.533,2,9,11,9,0,0,2,24,16.4,-3
37,2006-01-20,21.05753425,CLE,GSW,L (-20),35:12:00,5,22,0.227,0,3,0,4,6,0.667,1,8,9,6,0,0,6,14,-0.1,-9
38,2006-01-21,21.06027397,CLE,UTA,W (+18),42:47:00,19,35,0.543,4,8,0.5,9,11,0.818,0,5,5,8,2,0,3,51,37.8,20
39,2006-01-24,21.06849315,CLE,IND,W (+30),35:22:00,7,21,0.333,2,5,0.4,7,10,0.7,0,7,7,8,2,2,1,23,20,33
40,2006-01-25,21.07123288,CLE,ATL,W (+9),45:54:00,11,22,0.5,1,5,0.2,15,20,0.75,1,8,9,6,3,1,5,38,30.2,10
41,2006-01-27,21.07671233,CLE,IND,W (+4),45:06:00,12,23,0.522,1,2,0.5,5,8,0.625,1,6,7,9,3,1,6,30,23.6,4
42,2006-01-29,21.08219178,CLE,PHO,W (+7),42:45:00,17,33,0.515,3,7,0.429,7,12,0.583,1,10,11,7,1,1,6,44,29.6,5
43,2006-01-30,21.08493151,CLE,CHA,W (+12),31:34:00,11,19,0.579,2,6,0.333,6,11,0.545,1,5,6,6,5,1,4,30,26.4,30
44,2006-02-01,21.09041096,CLE,NJN,W (+6),44:26:00,8,21,0.381,0,2,0,10,12,0.833,0,11,11,10,1,1,4,26,20.9,5
45,2006-02-02,21.09315068,CLE,MIA,L (-28),39:18:00,12,29,0.414,2,5,0.4,3,3,1,1,4,5,7,1,0,1,29,20.3,-15
46,2006-02-04,21.09863014,CLE,PHI,L (-5),47:11:00,10,17,0.588,2,7,0.286,9,10,0.9,2,2,4,6,2,1,4,31,27.6,-7
47,2006-02-06,21.10410959,CLE,MIL,W (+3),45:21:00,9,20,0.45,2,7,0.286,2,4,0.5,0,9,9,12,0,2,4,22,17.7,-3
48,2006-02-08,21.10958904,CLE,MIN,W (+6),45:38:00,11,34,0.324,1,5,0.2,12,17,0.706,1,10,11,8,1,0,0,35,22.7,10
49,2006-02-10,21.11506849,CLE,WAS,L (-12),45:23:00,6,23,0.261,0,3,0,6,8,0.75,1,8,9,8,1,0,2,18,10.4,-13
50,2006-02-11,21.11780822,CLE,GSW,L (-8),43:48:00,10,17,0.588,5,6,0.833,8,8,1,1,4,5,6,1,2,2,33,29.6,-15
51,2006-02-13,21.12328767,CLE,SAS,W (+14),40:43:00,19,33,0.576,1,3,0.333,5,8,0.625,2,1,3,5,4,0,2,44,34.5,12
52,2006-02-15,21.12876712,CLE,BOS,W (+4),53:55:00,16,32,0.5,0,5,0,11,15,0.733,1,11,12,11,2,4,2,43,37.9,5
53,2006-02-21,21.14520548,CLE,ORL,W (+13),42:51:00,10,24,0.417,1,5,0.2,5,7,0.714,0,2,2,9,1,2,2,26,19.7,21
54,2006-02-22,21.14794521,CLE,PHI,L (-9),43:07:00,13,24,0.542,1,4,0.25,6,10,0.6,3,3,6,5,2,1,6,33,21.8,-7
55,2006-02-24,21.15342466,CLE,WAS,L (-8),47:46:00,7,21,0.333,3,8,0.375,8,19,0.421,0,7,7,9,1,0,4,25,13.3,-8
56,2006-02-26,21.15890411,CLE,DET,L (-12),37:46:00,9,20,0.45,2,3,0.667,2,3,0.667,1,8,9,7,0,0,3,22,15,-17
57,2006-02-27,21.16164384,CLE,DET,L (-12),46:34:00,9,22,0.409,0,3,0,8,10,0.8,1,3,4,6,0,1,5,26,14.9,-10
58,2006-03-01,21.16712329,CLE,SAC,L (-7),44:40:00,7,21,0.333,1,4,0.25,4,7,0.571,1,6,7,12,1,2,5,19,13.8,-5
59,2006-03-02,21.16986301,CLE,CHI,W (+1),46:37:00,11,27,0.407,0,3,0,11,13,0.846,2,9,11,8,0,1,5,33,21.5,4
60,2006-03-05,21.17808219,CLE,CHI,W (+19),46:27:00,15,28,0.536,1,3,0.333,6,6,1,0,9,9,7,2,0,3,37,28.8,23
61,2006-03-07,21.18356164,CLE,TOR,W (+7),43:44:00,5,17,0.294,2,6,0.333,5,6,0.833,1,11,12,8,1,0,2,17,14.5,14
62,2006-03-08,21.18630137,CLE,TOR,W (+1),44:17:00,13,24,0.542,1,3,0.333,8,12,0.667,1,5,6,6,1,0,0,35,28.4,-4
63,2006-03-10,21.19178082,CLE,ORL,L (-29),38:58:00,9,22,0.409,2,6,0.333,5,6,0.833,2,5,7,2,2,1,5,25,14.8,-18
64,2006-03-12,21.19726027,CLE,MIA,L (-6),45:17:00,11,27,0.407,1,6,0.167,24,28,0.857,2,5,7,4,0,1,5,47,31.5,-7
65,2006-03-14,21.20273973,CLE,DAL,L (-4),44:58:00,14,27,0.519,0,2,0,8,8,1,1,11,12,5,0,2,4,36,27.2,-8
66,2006-03-17,21.2109589,CLE,POR,W (+15),44:10:00,9,23,0.391,1,6,0.167,8,10,0.8,2,7,9,5,6,0,1,27,24.9,14
67,2006-03-19,21.21643836,CLE,LAL,W (+1),46:52:00,10,24,0.417,3,4,0.75,6,10,0.6,1,7,8,7,1,0,7,29,15.1,0
68,2006-03-22,21.22465753,CLE,CHA,W (+2),50:11:00,10,21,0.476,1,5,0.2,16,23,0.696,0,11,11,12,0,1,5,37,29.3,5
69,2006-03-24,21.23013699,CLE,BOS,W (+12),44:51:00,13,26,0.5,4,8,0.5,6,8,0.75,3,4,7,8,2,3,0,36,34.4,8
70,2006-03-26,21.23561644,CLE,HOU,W (+2),48:56:00,14,34,0.412,0,4,0,8,11,0.727,3,3,6,5,2,0,2,36,22.3,4
71,2006-03-29,21.24383562,CLE,DAL,W (+13),43:26:00,16,23,0.696,4,7,0.571,10,13,0.769,0,5,5,4,3,0,2,46,39.2,16
72,2006-04-01,21.25205479,CLE,MIA,W (+7),45:29:00,16,25,0.64,2,6,0.333,13,14,0.929,4,8,12,9,2,0,4,47,43.8,13
73,2006-04-02,21.25479452,CLE,CHA,W (+4),41:17:00,13,24,0.542,2,5,0.4,7,9,0.778,1,11,12,8,1,2,3,35,29.6,2
74,2006-04-04,21.26027397,CLE,PHI,W (+33),34:40:00,13,22,0.591,4,10,0.4,7,9,0.778,1,3,4,7,4,0,3,37,31.9,15
75,2006-04-05,21.2630137,CLE,NYK,L (-2),44:48:00,12,24,0.5,4,7,0.571,8,14,0.571,0,2,2,7,3,0,5,36,23.9,-2
76,2006-04-08,21.27123288,CLE,NJN,W (+6),44:09:00,12,26,0.462,0,3,0,13,16,0.813,1,4,5,7,1,0,6,37,22.2,5
77,2006-04-10,21.27671233,CLE,NOK,W (+2),42:07:00,12,24,0.5,0,3,0,8,12,0.667,1,3,4,6,0,0,2,32,21.8,3
78,2006-04-12,21.28219178,CLE,DET,L (-23),31:21:00,8,18,0.444,0,3,0,6,8,0.75,0,3,3,1,0,0,2,22,11.4,-11
79,2006-04-16,21.29315068,CLE,WAS,L (-12),29:32:00,8,16,0.5,0,0,,1,2,0.5,0,5,5,4,1,1,3,17,10.8,-17
1,2006-11-01,21.83835616,CLE,WAS,W (+3),40:38:00,11,24,0.458,2,4,0.5,2,6,0.333,3,7,10,5,0,2,5,26,15.3,3
2,2006-11-03,21.84383562,CLE,SAS,W (+7),41:53:00,14,26,0.538,1,2,0.5,6,11,0.545,1,9,10,4,1,1,2,35,25.1,6
3,2006-11-04,21.84657534,CLE,CHA,L (-4),38:06:00,3,13,0.231,1,3,0.333,9,10,0.9,4,5,9,7,0,1,2,16,15.6,-3
4,2006-11-07,21.85479452,CLE,ATL,L (-9),47:17:00,13,26,0.5,3,8,0.375,5,11,0.455,0,7,7,6,2,1,2,34,25.2,-3
5,2006-11-09,21.86027397,CLE,CHI,W (+19),37:50:00,6,13,0.462,0,1,0,7,8,0.875,0,4,4,12,3,2,3,19,22.9,26
6,2006-11-11,21.86575342,CLE,BOS,W (+1),43:32:00,9,17,0.529,1,4,0.25,19,23,0.826,1,7,8,5,3,0,2,38,33.8,6
7,2006-11-13,21.87123288,CLE,NYK,W (+6),41:20:00,10,19,0.526,3,4,0.75,6,9,0.667,0,4,4,6,2,1,3,29,22.8,10
8,2006-11-15,21.87671233,CLE,POR,W (+13),38:54:00,10,15,0.667,3,6,0.5,9,11,0.818,0,7,7,7,2,1,4,32,29.6,16
9,2006-11-17,21.88219178,CLE,MIN,W (+16),40:30:00,12,24,0.5,2,5,0.4,11,14,0.786,2,7,9,6,1,2,4,37,29.5,12
10,2006-11-18,21.88493151,CLE,WAS,L (-12),33:20:00,8,20,0.4,0,1,0,4,5,0.8,2,3,5,4,2,0,3,20,12.1,-22
11,2006-11-21,21.89315068,CLE,MEM,W (+3),41:59:00,7,21,0.333,1,5,0.2,0,1,0,0,1,1,9,3,1,3,15,9.6,3
12,2006-11-22,21.89589041,CLE,TOR,L (-8),39:55:00,11,24,0.458,2,7,0.286,6,9,0.667,0,10,10,8,4,0,2,30,26.6,-7
13,2006-11-24,21.90136986,CLE,IND,L (-10),42:26:00,6,14,0.429,2,2,1,16,20,0.8,1,6,7,5,1,0,3,30,22.6,1
14,2006-11-25,21.90410959,CLE,PHI,W (+13),40:50:00,10,20,0.5,1,4,0.25,4,7,0.571,0,4,4,11,0,1,7,25,14.8,2
15,2006-11-29,21.91506849,CLE,NYK,L (-3),41:11:00,10,22,0.455,0,5,0,7,11,0.636,1,6,7,6,0,1,5,27,16,-4
16,2006-12-01,21.92054795,CLE,ATL,W (+11),42:55:00,12,23,0.522,1,3,0.333,6,10,0.6,2,5,7,8,3,2,4,31,25.4,8
17,2006-12-02,21.92328767,CLE,HOU,L (-18),35:44:00,7,22,0.318,2,6,0.333,5,7,0.714,1,4,5,4,0,0,3,21,8.5,-13
18,2006-12-06,21.93424658,CLE,TOR,W (+4),40:30:00,11,18,0.611,1,2,0.5,3,5,0.6,1,5,6,10,1,0,4,26,22.8,2
19,2006-12-09,21.94246575,CLE,IND,W (+32),31:52:00,11,16,0.688,1,3,0.333,4,6,0.667,0,7,7,6,1,1,3,27,24.4,28
20,2006-12-11,21.94794521,CLE,NOK,L (-6),41:36:00,7,18,0.389,0,3,0,1,1,1,3,4,7,6,4,0,3,15,13.3,-4
21,2006-12-13,21.95342466,CLE,CHA,W (+3),41:37:00,6,17,0.353,0,2,0,10,11,0.909,1,7,8,7,1,1,6,22,15.1,3
22,2006-12-15,21.95890411,CLE,SEA,W (+22),33:37:00,9,14,0.643,2,3,0.667,2,3,0.667,0,9,9,7,1,0,4,22,18.8,22
23,2006-12-16,21.96164384,CLE,ORL,L (-7),41:03:00,10,19,0.526,2,5,0.4,7,9,0.778,1,4,5,5,0,1,4,29,19.4,-7
24,2006-12-20,21.97260274,CLE,NJN,L (-2),40:11:00,10,22,0.455,1,3,0.333,16,21,0.762,0,1,1,8,2,1,3,37,27.6,8
25,2006-12-21,21.97534247,CLE,DET,L (-16),43:00:00,9,20,0.45,0,1,0,8,8,1,2,8,10,5,2,0,1,26,23.5,-20
26,2006-12-23,21.98082192,CLE,ORL,W (+3),42:54:00,13,21,0.619,2,3,0.667,4,10,0.4,0,7,7,1,0,0,7,32,15.5,3
27,2006-12-27,21.99178082,CLE,ATL,W (+13),39:31:00,10,25,0.4,1,2,0.5,6,8,0.75,1,8,9,3,1,2,1,27,18.9,23
28,2006-12-29,21.99726027,CLE,MIL,W (+10),44:01:00,11,21,0.524,2,6,0.333,8,13,0.615,1,3,4,5,1,1,3,32,21.5,11
29,2006-12-30,22,CLE,CHI,L (-7),40:19:00,15,26,0.577,3,4,0.75,0,3,0,2,7,9,3,1,0,5,33,19.6,6
30,2007-01-02,22.00821918,CLE,SAS,W (+4),40:14:00,7,17,0.412,0,1,0,5,11,0.455,0,5,5,5,2,0,3,19,11.1,6
31,2007-01-03,22.0109589,CLE,BOS,W (+3),44:47:00,11,20,0.55,2,3,0.667,8,10,0.8,1,5,6,4,3,1,3,32,27.3,3
32,2007-01-05,22.01643836,CLE,MIL,W (+9),42:50:00,3,13,0.231,0,4,0,2,2,1,0,5,5,9,1,0,2,8,6.5,9
33,2007-01-06,22.01917808,CLE,NJN,W (+5),44:00:00,9,21,0.429,1,3,0.333,0,0,,0,13,13,4,3,3,5,19,13.1,4
34,2007-01-09,22.02739726,CLE,SAC,W (+10),43:25:00,14,26,0.538,3,7,0.429,3,3,1,1,3,4,7,2,1,3,34,26.4,13
35,2007-01-11,22.03287671,CLE,PHO,L (-19),38:49:00,15,28,0.536,3,9,0.333,1,2,0.5,2,4,6,6,1,0,5,34,22,-20
36,2007-01-13,22.03835616,CLE,LAC,W (+12),42:02:00,10,23,0.435,0,1,0,8,8,1,1,5,6,6,1,0,2,28,19.7,14
37,2007-01-16,22.04657534,CLE,SEA,L (-5),43:34:00,8,21,0.381,1,7,0.143,13,15,0.867,1,6,7,8,2,1,4,30,24.5,-7
38,2007-01-17,22.04931507,CLE,POR,L (-18),35:07:00,8,21,0.381,1,4,0.25,6,13,0.462,3,3,6,2,1,0,4,23,10.1,-24
39,2007-01-19,22.05479452,CLE,DEN,L (-11),43:52:00,9,23,0.391,0,1,0,12,14,0.857,2,8,10,10,2,0,3,30,25.7,-3
40,2007-01-20,22.05753425,CLE,GSW,W (+2),45:52:00,14,22,0.636,2,7,0.286,2,5,0.4,0,7,7,5,4,0,9,32,20.8,5
41,2007-01-22,22.0630137,CLE,ORL,L (-11),43:23:00,6,15,0.4,0,3,0,6,13,0.462,0,4,4,5,3,0,2,18,12,-2
42,2007-01-24,22.06849315,CLE,PHI,L (-3),53:10:00,14,26,0.538,3,8,0.375,8,13,0.615,2,8,10,5,1,0,4,39,27.9,-8
43,2007-01-28,22.07945205,CLE,PHO,L (-15),42:04:00,12,22,0.545,3,6,0.5,3,6,0.5,2,7,9,5,2,0,3,30,23.4,-8
44,2007-02-01,22.09041096,CLE,MIA,L (-3),35:35:00,6,18,0.333,2,7,0.286,3,8,0.375,1,5,6,9,1,0,2,17,10.7,-12
45,2007-02-02,22.09315068,CLE,CHA,W (+20),35:39:00,7,13,0.538,0,1,0,4,8,0.5,1,9,10,3,2,0,1,18,16.2,17
46,2007-02-04,22.09863014,CLE,DET,L (-12),43:17:00,9,22,0.409,1,4,0.25,2,3,0.667,0,5,5,6,2,0,3,21,12.7,-12
47,2007-02-07,22.10684932,CLE,LAC,W (+17),36:19:00,4,13,0.308,1,2,0.5,2,2,1,0,7,7,3,1,1,2,11,7,15
48,2007-02-09,22.11232877,CLE,MIA,W (+24),41:08:00,12,22,0.545,1,4,0.25,4,8,0.5,1,6,7,6,0,0,2,29,21.1,22
49,2007-02-11,22.11780822,CLE,LAL,W (+9),38:21:00,5,16,0.313,0,2,0,8,12,0.667,1,7,8,5,1,1,1,18,13,3
50,2007-02-14,22.1260274,CLE,UTA,L (-1),42:39:00,9,25,0.36,0,3,0,5,9,0.556,3,7,10,4,1,3,0,23,16.8,10
51,2007-02-15,22.12876712,CLE,LAL,W (+6),39:48:00,10,16,0.625,0,1,0,18,22,0.818,0,4,4,3,3,0,3,38,30.9,4
52,2007-02-21,22.14520548,CLE,TOR,W (+1),36:49:00,12,25,0.48,0,1,0,5,5,1,0,4,4,2,1,1,3,29,16.4,5
53,2007-02-22,22.14794521,CLE,CHI,L (-6),42:58:00,13,28,0.464,1,4,0.25,2,8,0.25,3,4,7,2,3,0,3,29,16.5,3
54,2007-02-25,22.15616438,CLE,MIA,L (-5),41:30:00,10,22,0.455,2,5,0.4,7,12,0.583,0,3,3,7,0,1,2,29,19.3,6
55,2007-02-27,22.16164384,CLE,NOK,W (+8),42:50:00,14,22,0.636,3,4,0.75,4,7,0.571,1,4,5,8,2,1,4,35,29.8,16
56,2007-03-01,22.16712329,CLE,DAL,L (-3),39:58:00,17,27,0.63,1,4,0.25,4,8,0.5,0,3,3,5,0,0,2,39,26.9,-2
57,2007-03-03,22.17260274,CLE,TOR,W (+23),37:22:00,10,20,0.5,1,3,0.333,15,17,0.882,2,3,5,6,0,3,2,36,31.4,23
58,2007-03-05,22.17808219,CLE,HOU,W (+6),41:38:00,12,24,0.5,3,6,0.5,5,9,0.556,1,11,12,8,0,0,3,32,24.2,-1
59,2007-03-07,22.18356164,CLE,DET,W (+4),50:40:00,17,31,0.548,1,3,0.333,6,8,0.75,2,5,7,8,3,1,4,41,31.9,8
60,2007-03-10,22.19178082,CLE,MIL,W (+2),36:30:00,12,22,0.545,4,6,0.667,4,4,1,0,8,8,9,3,1,6,32,25.8,15
61,2007-03-11,22.19452055,CLE,IND,W (+11),38:42:00,10,22,0.455,2,6,0.333,4,5,0.8,3,4,7,6,3,1,2,26,22.6,23
62,2007-03-14,22.20273973,CLE,MEM,W (+22),29:35:00,11,17,0.647,4,7,0.571,3,6,0.5,1,5,6,4,3,0,2,29,26.3,35
63,2007-03-17,22.2109589,CLE,UTA,W (+9),43:40:00,8,21,0.381,0,6,0,8,13,0.615,2,15,17,9,2,2,4,24,20.9,7
64,2007-03-20,22.21917808,CLE,CHA,L (-8),46:33:00,12,31,0.387,2,9,0.222,11,12,0.917,2,4,6,6,1,3,3,37,25,-5
65,2007-03-21,22.22191781,CLE,DAL,L (-8),45:27:00,12,28,0.429,1,6,0.167,6,7,0.857,0,6,6,4,2,3,6,31,17.3,-6
66,2007-03-23,22.22739726,CLE,NYK,W (+22),38:16:00,8,16,0.5,0,1,0,5,6,0.833,1,2,3,10,2,0,1,21,21.5,19
67,2007-03-25,22.23287671,CLE,DEN,L (-12),40:49:00,8,19,0.421,1,6,0.167,1,1,1,0,3,3,8,1,0,5,18,8.8,-13
68,2007-03-27,22.23835616,CLE,IND,W (+11),40:08:00,8,18,0.444,0,3,0,10,14,0.714,1,6,7,6,2,0,3,26,19.1,11
69,2007-03-28,22.24109589,CLE,NYK,L (-4),43:55:00,6,20,0.3,2,5,0.4,10,14,0.714,1,5,6,7,2,0,3,24,15.7,3
70,2007-03-31,22.24931507,CLE,CHI,W (+4),47:24:00,14,25,0.56,0,3,0,11,13,0.846,1,4,5,9,3,0,7,39,28.9,4
71,2007-04-03,22.25753425,CLE,MIN,W (+13),41:49:00,13,24,0.542,0,2,0,5,5,1,2,10,12,6,4,1,2,31,30.3,21
72,2007-04-05,22.2630137,CLE,MIA,L (-4),48:36:00,11,21,0.524,2,5,0.4,11,13,0.846,2,7,9,5,0,0,4,35,25.3,3
73,2007-04-06,22.26575342,CLE,WAS,W (+5),44:25:00,7,23,0.304,0,3,0,11,14,0.786,0,6,6,5,1,1,2,25,14.3,5
74,2007-04-08,22.27123288,CLE,DET,L (-5),43:06:00,5,16,0.313,1,4,0.25,9,11,0.818,1,4,5,6,1,0,5,20,11.3,-11
75,2007-04-12,22.28219178,CLE,NJN,W (+18),35:15:00,15,27,0.556,0,1,0,5,9,0.556,3,5,8,4,2,1,2,35,27.2,21
76,2007-04-14,22.28767123,CLE,ATL,W (+34),31:57:00,8,16,0.5,3,6,0.5,4,5,0.8,1,4,5,6,1,1,0,23,22,25
77,2007-04-17,22.29589041,CLE,PHI,W (+6),36:03:00,7,15,0.467,0,2,0,4,7,0.571,1,4,5,6,0,0,1,18,13,-4
78,2007-04-18,22.29863014,CLE,MIL,W (+13),39:58:00,9,18,0.5,1,4,0.25,5,10,0.5,0,5,5,9,2,0,2,24,20,22
1,2007-10-31,22.83561644,CLE,DAL,L (-18),36:09:00,2,11,0.182,0,2,0,6,10,0.6,1,4,5,4,1,0,5,10,0.6,-12
2,2007-11-02,22.84109589,CLE,NYK,W (+4),44:25:00,13,28,0.464,3,5,0.6,16,22,0.727,3,4,7,7,3,1,3,45,36.7,4
3,2007-11-04,22.84657534,CLE,PHO,L (-11),43:13:00,11,26,0.423,3,5,0.6,2,2,1,1,4,5,8,2,4,3,27,22.5,-18
4,2007-11-06,22.85205479,CLE,GSW,W (+4),41:51:00,9,16,0.563,1,2,0.5,5,7,0.714,1,12,13,9,0,3,2,24,25.9,4
5,2007-11-07,22.85479452,CLE,UTA,L (-2),40:45:00,12,27,0.444,1,4,0.25,7,15,0.467,2,13,15,13,3,2,4,32,27.9,4
6,2007-11-09,22.86027397,CLE,SAC,W (+2),43:51:00,10,19,0.526,0,2,0,6,8,0.75,0,4,4,4,1,1,1,26,20.2,-1
7,2007-11-11,22.86575342,CLE,LAC,W (+8),35:55:00,9,21,0.429,0,2,0,4,8,0.5,1,4,5,8,6,1,5,22,17.3,11
8,2007-11-12,22.86849315,CLE,DEN,L (-22),33:47:00,9,16,0.563,1,3,0.333,8,14,0.571,0,1,1,4,2,0,4,27,16.9,-13
9,2007-11-14,22.8739726,CLE,ORL,L (-1),47:14:00,15,27,0.556,2,4,0.5,7,9,0.778,4,9,13,14,0,2,4,39,37.6,2
10,2007-11-16,22.87945205,CLE,UTA,W (+5),40:16:00,13,27,0.481,1,3,0.333,13,15,0.867,2,8,10,9,0,3,5,40,31.5,13
11,2007-11-20,22.89041096,CLE,MIL,L (-4),44:06:00,11,22,0.5,1,7,0.143,11,12,0.917,0,7,7,7,1,1,3,34,26.7,-2
12,2007-11-21,22.89315068,CLE,MIN,W (+11),39:03:00,17,26,0.654,6,10,0.6,5,8,0.625,2,6,8,5,3,2,3,45,39.7,14
13,2007-11-24,22.90136986,CLE,TOR,W (+3),44:41:00,14,29,0.483,2,8,0.25,7,8,0.875,3,9,12,12,3,1,4,37,33.6,7
14,2007-11-25,22.90410959,CLE,IND,W (+5),35:47:00,10,21,0.476,1,6,0.167,9,15,0.6,3,8,11,10,4,1,2,30,30.7,9
15,2007-11-27,22.90958904,CLE,BOS,W (+5),45:46:00,11,25,0.44,2,8,0.25,14,15,0.933,0,4,4,13,2,2,3,38,34.4,14
16,2007-11-28,22.91232877,CLE,DET,L (-35),19:31,5,11,0.455,0,2,0,5,9,0.556,0,1,1,3,0,0,0,15,9.7,-2
17,2007-12-11,22.94794521,CLE,IND,W (+13),22:37,5,9,0.556,0,1,0,7,10,0.7,1,2,3,5,1,1,4,17,13.2,27
18,2007-12-14,22.95616438,CLE,NJN,L (-8),41:09:00,12,25,0.48,3,9,0.333,2,3,0.667,0,6,6,8,2,0,6,29,18.1,6
19,2007-12-15,22.95890411,CLE,PHI,L (-6),41:46:00,10,18,0.556,0,1,0,1,1,1,0,6,6,6,0,1,3,21,15.7,5
20,2007-12-17,22.96438356,CLE,MIL,W (+5),50:13:00,10,25,0.4,0,5,0,11,13,0.846,1,7,8,5,1,0,2,31,20.8,6
21,2007-12-19,22.96986301,CLE,NYK,L (-18),36:52:00,12,21,0.571,3,6,0.5,5,6,0.833,1,7,8,6,6,0,4,32,30.3,-9
22,2007-12-20,22.97260274,CLE,LAL,W (+4),38:28:00,12,29,0.414,0,3,0,9,11,0.818,4,6,10,5,1,1,3,33,22.3,-7
23,2007-12-23,22.98082192,CLE,GSW,L (-9),40:51:00,8,20,0.4,0,2,0,9,13,0.692,2,3,5,8,1,1,3,25,18.4,-12
24,2007-12-25,22.98630137,CLE,MIA,W (+14),38:36:00,9,19,0.474,0,3,0,7,11,0.636,0,6,6,12,1,1,2,25,22.4,18
25,2007-12-27,22.99178082,CLE,DAL,W (+7),36:19:00,9,21,0.429,1,4,0.25,5,10,0.5,4,4,8,7,3,0,3,24,17.8,5
26,2007-12-29,22.99726027,CLE,NOH,L (-10),42:21:00,8,21,0.381,1,4,0.25,4,6,0.667,2,3,5,6,1,0,4,21,11.8,-18
27,2008-01-02,23.00821918,CLE,ATL,W (+4),40:05:00,13,22,0.591,1,3,0.333,9,11,0.818,1,4,5,6,2,1,2,36,31.4,7
28,2008-01-04,23.01369863,CLE,SAC,W (+4),45:21:00,7,18,0.389,1,6,0.167,9,12,0.75,1,7,8,10,5,1,3,24,25.1,7
29,2008-01-06,23.01917808,CLE,TOR,W (+3),45:44:00,14,29,0.483,4,8,0.5,7,12,0.583,3,8,11,8,0,0,1,39,31,-1
30,2008-01-08,23.02465753,CLE,SEA,W (+16),35:10:00,8,18,0.444,0,3,0,6,6,1,2,6,8,3,2,0,4,22,15.1,13
31,2008-01-09,23.02739726,CLE,ATL,L (-9),43:23:00,13,22,0.591,0,4,0,5,9,0.556,3,7,10,6,3,1,3,31,27.1,-7
32,2008-01-11,23.03287671,CLE,CHA,W (+7),49:36:00,10,20,0.5,2,7,0.286,9,15,0.6,5,14,19,8,4,3,8,31,28.8,-2
33,2008-01-15,23.04383562,CLE,MEM,W (+8),47:10:00,18,28,0.643,6,12,0.5,9,16,0.563,3,5,8,9,3,1,4,51,45,10
34,2008-01-17,23.04931507,CLE,SAS,W (+2),38:54:00,9,24,0.375,1,5,0.2,8,12,0.667,3,6,9,7,0,2,3,27,19,-11
35,2008-01-21,23.06027397,CLE,MIA,W (+7),39:40:00,11,26,0.423,1,4,0.25,5,5,1,1,2,3,5,4,1,5,28,17.1,12
36,2008-01-23,23.06575342,CLE,WAS,W (+36),31:08:00,7,13,0.538,1,3,0.333,8,9,0.889,2,6,8,8,2,1,0,23,27,31
